id,year,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
48227 1 2013,2013,SHENYANG DONGRUI,China,Materials,1,70,null,null,null
48227 2 2013,2013,SHENYANG DONGRUI,China,Materials,1,6,null,null,null
48354 1 2014,2014,"YONYU Plastics Shanghai Co.,Ltd",USA,Materials,0.048,0.07,null,null,null
48354 2 2014,2014,"YONYU Plastics Shanghai Co.,Ltd",USA,Materials,0.0434,0.01,null,null,null
48440 1 2016,2016,PT Fajar Surya Wisesa Tbk,Indonesia,Materials,1000,721,null,null,null
48775 1 2013,2013,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,65.71,null,null,null
48775 2 2013,2013,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,47.51,null,null,null
48775 3 2013,2013,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,45.81,null,null,null
48775 4 2013,2013,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,74.64,null,null,null
50932 1 2015,2015,MI Michaelleides,Greece,Tobacco,1,0.7,57.14%,42.86%,0.00%
511 2 2014,2014,Alcoa Corp.,USA,Materials,1000,3940,26.42%,73.58%,0.00%
511 2 2016,2016,Alcoa Corp.,USA,Materials,1000,410,null,null,null
511 3 2014,2014,Alcoa Corp.,USA,Materials,1000,5340,null,null,null
511 3 2016,2016,Alcoa Corp.,USA,Materials,1000,410,null,null,null
511 4 2016,2016,Alcoa Corp.,USA,Materials,1000,2219,null,null,null
511 5 2016,2016,Alcoa Corp.,USA,Materials,1000,6512,null,null,null
511 7 2016,2016,Alcoa Corp.,USA,Materials,1000,720,null,null,null
51489 1 2014,2014,DRAGON WILL ENTERPRISE,China,Consumer Durables & Apparel,1.3,50,null,null,null
52397 1 2016,2016,ZHEJIANG WANFENG AUTO WHEEL CO LTD,China,Capital Goods,1,2.923,null,null,null
5344 1 2013,2013,Electrolux,Sweden,Consumer Durables & Apparel,6.4,409,7.03%,1.77%,91.20%
5344 1 2014,2014,Electrolux,Sweden,Consumer Durables & Apparel,6.4,409,7.03%,1.77%,91.20%
5344 1 2015,2015,Electrolux,Sweden,"Consumer Durables, Household and Personal Pr",6.4,409,7.03%,1.77%,91.20%
5414 1 2013,2013,"Elitegroup computer systems co., Ltd.",Taiwan,Technology Hardware & Equipment,1.3,213.17,97.98%,2.02%,0.00%
5414 3 2013,2013,"Elitegroup computer systems co., Ltd.",Taiwan,Technology Hardware & Equipment,9.26,1.672,null,null,null
61026 1 2016,2016,WOLF,Germany,Automobiles & Components,450,502,null,null,null
61026 2 2016,2016,WOLF,Germany,Automobiles & Components,450,446,null,null,null
6860 10 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,26,2300,8.32%,0.21%,91.47%
6860 11 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,33,2400,10.92%,0.21%,88.87%
6860 1 2013,2013,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,13,491,14.26%,3.87%,81.87%
6860 2 2013,2013,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,24,573,12.57%,3.32%,84.12%
6860 3 2014,2014,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,25.600753,1400,11.83%,2.07%,86.10%
6860 3 2015,2015,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,25.600753,1400,11.83%,2.07%,86.10%
6860 3 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,25.600753,1400,11.83%,2.07%,86.10%
6860 4 2014,2014,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,115,1500,15.58%,1.51%,82.92%
6860 4 2015,2015,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,115,1500,14.00%,1.53%,84.47%
6860 5 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,31.7,1200,15.22%,2.11%,82.67%
6860 6 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,19,2300,5.64%,0.61%,93.75%
6860 7 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,31.7,1300,14.14%,1.96%,83.90%
6860 8 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,19,2300,5.64%,0.61%,93.75%
6860 9 2017,2017,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,31.7,1300,14.14%,1.96%,83.90%
6874 1 2013,2013,Fujitsu Ltd.,Japan,Technology Hardware & Equipment,5.89,140.1,0.93%,0.35%,98.72%
6874 1 2014,2014,Fujitsu Ltd.,Japan,Software & Services,5.89,140.1,53.78%,1.28%,44.94%
6874 3 2017,2017,Fujitsu Ltd.,Japan,Software & Services,7,690,null,null,null
7164 1 2013,2013,General Motors Company,USA,Automobiles & Components,1820.086,27588,null,null,null
7164 1 2014,2014,General Motors Company,USA,Automobiles & Components,1820.086,33933,1.90%,0.59%,97.51%
7164 1 2015,2015,General Motors Company,USA,Automobiles & Components,1820.086,39100,1.61%,0.50%,97.89%
7164 1 2016,2016,General Motors Company,USA,Automobiles & Components,1820.086,36386,null,null,null
7283 1 2013,2013,Georg Fischer,Switzerland,Capital Goods,1,2.42,82.64%,16.53%,0.83%
73475 1 2016,2016,"CNX Coal Resources, LP",USA,Energy,1000,3025,18.87%,9.99%,71.14%
8338 1 2014,2014,"Hitachi, Ltd.",Japan,Technology Hardware & Equipment,2270,9328,null,null,null
8362 1 2016,2016,"Hino Motors, Ltd.",Japan,Automobiles & Components,2272.33,191687,2.90%,0.25%,96.85%
8517 1 2014,2014,Holmen,Sweden,Materials,1000,370,null,null,null
8517 1 2015,2015,Holmen,Sweden,"Forest and Paper Products   Forestry, Timber",1000,211,19.29%,53.72%,26.99%
8517 2 2014,2014,Holmen,Sweden,Materials,1000,292,null,null,null
8517 2 2015,2015,Holmen,Sweden,"Forest and Paper Products   Forestry, Timber",1000,210,22.65%,63.07%,14.29%
8663 1 2015,2015,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,0.0084,0.634,null,null,null
8663 2 2015,2015,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,0.0084,0.691,null,null,null
8663 3 2015,2015,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,0.0084,0.735,null,null,null
904 1 2013,2013,Arcelor Mittal,Luxembourg,Materials,4.7,7.3,null,null,null
904 2 2013,2013,Arcelor Mittal,Luxembourg,Materials,140000,167000,null,null,null
9101 1 2015,2015,Ingenico,France,Technology Hardware & Equipment,0.6,49.98,58.66%,2.79%,38.54%
9298 1 2013,2013,Intel Corporation,USA,Technology Hardware & Equipment,0.4082331,29,24.14%,68.97%,6.90%
9298 1 2014,2014,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,0.4082331,29,32.07%,54.14%,13.79%
9298 2 2013,2013,Intel Corporation,USA,Technology Hardware & Equipment,0.4082331,14,21.43%,71.43%,7.14%
9298 2 2014,2014,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,0.4082331,14,32.14%,54.29%,13.57%
9298 3 2013,2013,Intel Corporation,USA,Technology Hardware & Equipment,0.4082331,7,28.57%,71.43%,0.00%
9298 3 2014,2014,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,0.4082331,7,31.43%,54.29%,14.29%
9792 1 2017,2017,Johnson Matthey,United Kingdom,Materials,2,188,null,null,null
9792 2 2017,2017,Johnson Matthey,United Kingdom,Materials,2,63,null,null,null
